"zipcode" "percentile" "superzip" "rank" "city" "state" "adultpop" "households" "college" "income."
"95014" 98.39587 1 277 "Cupertino" "CA" 37092 14705 "65.03%" 142.24
"60069" 98.38433 1 278 "Lincolnshire" "IL" 4974 2088 "57.60%" 154.933
"8836" 98.38225 1 279 "Martinsville" "NJ" 2650 1156 "55.62%" 157.693
"3233" 98.38146 1 NA "Elkins" "NH" 175 69 "72.57%" 128.466
"90254" 98.37722 1 280 "Hermosa Beach" "CA" 15300 3666 "67.61%" 136.841
"55439" 98.37129 1 281 "Minneapolis" "MN" 6307 2671 "66.58%" 138.599
"60192" 98.36923 1 282 "Hoffman Estates" "IL" 1177 487 "57.26%" 154.63
"95041" 98.3689 1 NA "Mount Hermon" "CA" 43 19 "86.05%" 104.912
"7090" 98.36279 1 283 "Westfield" "NJ" 22217 9097 "61.93%" 146.366
"11023" 98.35509 1 284 "Great Neck" "NY" 5835 2407 "62.06%" 146.12
"94611" 98.34581 1 285 "Oakland" "CA" 27962 8935 "66.81%" 137.9
"48323" 98.33481 1 286 "West Bloomfield" "MI" 12129 5236 "58.12%" 152.849
"45384" 98.33145 1 NA "Wilberforce" "OH" 123 51 "82.11%" 111.346
"66224" 98.33035 1 287 "Overland Park" "KS" 3816 1783 "66.90%" 137.529
"60564" 98.3243 1 288 "Naperville" "IL" 18258 8483 "62.17%" 145.597
"91105" 98.317 1 289 "Pasadena" "CA" 8304 2702 "63.23%" 143.719
"91436" 98.31201 1 290 "Encino" "CA" 9912 3942 "56.77%" 154.631
"7670" 98.30677 1 291 "Tenafly" "NJ" 9173 3881 "62.15%" 145.181
"33149" 98.30222 1 292 "Key Biscayne" "FL" 7448 2943 "64.90%" 140.335
"44022" 98.29675 1 293 "Chagrin Falls" "OH" 12439 5156 "63.78%" 142.25
"2446" 98.28738 1 294 "Brookline" "MA" 21701 5839 "78.25%" 117.15
"6896" 98.27987 1 295 "Redding" "CT" 5655 2416 "63.09%" 143.242
"48070" 98.27714 1 296 "Huntington Woods" "MI" 4328 1816 "72.37%" 127.106
"78732" 98.27521 1 297 "Austin" "TX" 2710 1082 "65.20%" 139.43
"7869" 98.27005 1 298 "Randolph" "NJ" 16078 6741 "59.06%" 149.943
"7481" 98.26258 1 299 "Wyckoff" "NJ" 11122 4656 "56.63%" 154.11
"11024" 98.25826 1 300 "Great Neck" "NY" 4608 1841 "52.11%" 161.846
"20197" 98.25678 1 301 "Waterford" "VA" 751 330 "53.13%" 160.055
"93953" 98.25553 1 302 "Pebble Beach" "CA" 3823 1472 "60.61%" 147.012
"66213" 98.24994 1 303 "Overland Park" "KS" 16535 6939 "66.86%" 136.164
"53122" 98.24416 1 304 "Elm Grove" "WI" 4502 1829 "64.88%" 139.496
"48306" 98.23888 1 305 "Rochester" "MI" 14786 6649 "59.04%" 149.376
"6525" 98.23312 1 306 "Woodbridge" "CT" 6139 2633 "60.89%" 146.096
"7452" 98.22934 1 307 "Glen Rock" "NJ" 7714 3315 "61.08%" 145.509
"46814" 98.22585 1 308 "Fort Wayne" "IN" 4967 2284 "56.51%" 153.284
"2116" 98.2205 1 309 "Boston" "MA" 14520 3085 "69.63%" 130.567
"77030" 98.21427 1 310 "Houston" "TX" 8193 2515 "75.70%" 120.057
"18035" 98.21201 1 NA "Cherryville" "PA" 47 21 "74.47%" 122.04
"78731" 98.20721 1 311 "Austin" "TX" 17444 5967 "71.15%" 127.671
"75022" 98.20007 1 312 "Flower Mound" "TX" 8552 3895 "58.34%" 149.635
"2467" 98.1961 1 313 "Chestnut Hill" "MA" 5916 2090 "73.44%" 123.594
"11577" 98.19218 1 314 "Roslyn Heights" "NY" 8349 3396 "57.52%" 150.992
"7704" 98.18887 1 315 "Fair Haven" "NJ" 3747 1651 "61.76%" 143.522
"40059" 98.1858 1 316 "Prospect" "KY" 7391 3248 "61.72%" 143.46
"78257" 98.18333 1 317 "San Antonio" "TX" 1632 704 "44.55%" 173.045
"4110" 98.18264 1 318 "Cumberland Foreside" "ME" 856 386 "62.62%" 141.823
"19312" 98.18027 1 319 "Berwyn" "PA" 7785 3136 "61.36%" 143.944
"10010" 98.17231 1 320 "New York" "NY" 21221 4819 "71.23%" 126
"6001" 98.16338 1 321 "Avon" "CT" 11327 4509 "62.02%" 142.687
"7627" 98.15937 1 322 "Demarest" "NJ" 3251 1393 "58.94%" 147.947
"2052" 98.15637 1 323 "Medfield" "MA" 7702 3316 "62.10%" 142.431
"20148" 98.1536 1 324 "Ashburn" "VA" 2347 1067 "60.84%" 144.539
"48331" 98.14874 1 325 "Farmington" "MI" 15442 6426 "61.85%" 142.77
"10011" 98.13351 1 326 "New York" "NY" 39951 6704 "68.57%" 130.999
"92121" 98.12177 1 327 "San Diego" "CA" 2880 987 "71.63%" 125.337
"22314" 98.11541 1 328 "Alexandria" "VA" 20298 5413 "68.05%" 131.447
"44236" 98.10563 1 329 "Hudson" "OH" 15311 6871 "63.99%" 138.38
"77401" 98.09846 1 330 "Bellaire" "TX" 10780 4343 "65.94%" 134.851
"6073" 98.09463 1 331 "South Glastonbury" "CT" 3219 1344 "60.73%" 143.752
"75082" 98.09095 1 332 "Richardson" "TX" 10176 4382 "63.35%" 139.139
"60521" 98.08147 1 333 "Hinsdale" "IL" 24371 10135 "57.13%" 149.8
"19106" 98.07278 1 334 "Philadelphia" "PA" 7309 1607 "73.84%" 121.002
"46033" 98.06577 1 335 "Carmel" "IN" 18231 8498 "64.13%" 137.694
"11598" 98.05838 1 336 "Woodmere" "NY" 8721 3646 "58.62%" 147.095
"28765" 98.05596 1 NA "Penland" "NC" 31 18 "67.74%" 131.247
"30338" 98.05009 1 337 "Atlanta" "GA" 21395 8011 "66.27%" 133.35
"21738" 98.04374 1 338 "Glenwood" "MD" 1724 778 "59.16%" 145.52
"30309" 98.03915 1 339 "Atlanta" "GA" 15018 2418 "65.79%" 134.077
"78739" 98.03359 1 340 "Austin" "TX" 5183 2405 "64.79%" 135.749
"37027" 98.02567 1 341 "Brentwood" "TN" 23732 10265 "62.62%" 139.458
"75019" 98.01315 1 342 "Coppell" "TX" 21851 9844 "62.54%" 139.547
"48104" 98.00198 1 343 "Ann Arbor" "MI" 18816 5635 "75.91%" 116.435
"94105" 97.99634 1 344 "San Francisco" "CA" 1803 317 "67.39%" 131.016
"94025" 97.98804 1 345 "Menlo Park" "CA" 28450 9416 "60.92%" 142.064
"81430" 97.98021 1 NA "Placerville" "CO" 67 20 "83.58%" 103.01
"95033" 97.97816 1 346 "Los Gatos" "CA" 7361 2772 "55.51%" 151.289
"2138" 97.97018 1 347 "Cambridge" "MA" 21761 5631 "79.24%" 110.33
"37684" 97.96409 1 NA "Mountain Home" "TN" 401 7 "27.50%" 199.197
"75025" 97.95724 1 348 "Plano" "TX" 24539 11129 "64.56%" 135.042
"21405" 97.95039 1 NA "Annapolis" "MD" 416 195 "65.38%" 133.597
"7310" 97.94895 1 349 "Jersey City" "NJ" 4839 1434 "76.50%" 114.41
"21036" 97.94725 1 350 "Dayton" "MD" 1344 613 "60.94%" 141.114
"77345" 97.94303 1 351 "Kingwood" "TX" 14007 6549 "61.48%" 139.991
"49434" 97.93918 1 NA "Macatawa" "MI" 48 7 "85.42%" 98.706
"24327" 97.93916 1 NA "Emory" "VA" 19 10 "100%" 73.552
"98112" 97.93479 1 352 "Seattle" "WA" 15890 4429 "67.74%" 129.071
"92679" 97.92512 1 353 "Trabuco Canyon" "CA" 19389 8642 "52.46%" 155.348
"60657" 97.90517 1 354 "Chicago" "IL" 53232 9978 "72.78%" 120.15
"22205" 97.88741 1 355 "Arlington" "VA" 11560 4062 "63.72%" 135.73
"11530" 97.8794 1 356 "Garden City" "NY" 17597 7189 "57.41%" 146.438
"7641" 97.87393 1 357 "Haworth" "NJ" 2259 968 "57.02%" 147.1
"63141" 97.86952 1 358 "Saint Louis" "MO" 13858 5438 "63.72%" 135.29
"48230" 97.86234 1 359 "Grosse Pointe" "MI" 12315 4903 "62.98%" 136.423
"22646" 97.85892 1 NA "Millwood" "VA" 60 18 "56.67%" 147.298
"78248" 97.85648 1 360 "San Antonio" "TX" 8859 3775 "62.95%" 136.436
"99725" 97.85403 1 NA "Ester" "AK" 118 36 "46.61%" 164.58
"55347" 97.8499 1 361 "Eden Prairie" "MN" 14864 6534 "61.01%" 139.717
"1810" 97.8401 1 362 "Andover" "MA" 20897 8594 "62.51%" 137.062
"27614" 97.83234 1 363 "Raleigh" "NC" 7402 3303 "59.52%" 142.081
"30097" 97.82609 1 364 "Duluth" "GA" 15326 6674 "61.63%" 138.351
"87122" 97.81458 1 365.5 "Albuquerque" "NM" 8724 3790 "64.58%" 133.236
"95032" 97.81458 1 365.5 "Los Gatos" "CA" 17878 6461 "56.76%" 146.708
"91302" 97.80305 1 367 "Calabasas" "CA" 15407 6524 "56.54%" 146.894
"2460" 97.79689 1 368 "Newtonville" "MA" 7052 2354 "65.60%" 131.196
"2466" 97.79362 1 369 "Auburndale" "MA" 4819 1650 "63.62%" 134.58
"45208" 97.78877 1 370 "Cincinnati" "OH" 12863 3834 "69.23%" 124.924
"10803" 97.78305 1 371 "Pelham" "NY" 8002 3246 "58.35%" 143.522
"75013" 97.77891 1 372 "Allen" "TX" 7092 3312 "63.41%" 134.639
"85045" 97.77615 1 373 "Phoenix" "AZ" 2945 1265 "60.17%" 139.792
"84717" 97.77534 1 NA "Bryce Canyon" "UT" 44 20 "90.91%" 86.628
"55391" 97.77225 1 374 "Wayzata" "MN" 11143 4440 "55.69%" 147.273
"37205" 97.76474 1 375 "Nashville" "TN" 16308 5529 "64.90%" 131.29
"33327" 97.75809 1 376 "Fort Lauderdale" "FL" 7871 3585 "61.45%" 137.2
"20833" 97.75486 1 377 "Brookeville" "MD" 3914 1756 "57.64%" 143.703
"6426" 97.75311 1 378 "Essex" "CT" 2471 813 "61.03%" 137.83
"92662" 97.75171 1 379 "Newport Beach" "CA" 2637 771 "59.80%" 139.898
"97034" 97.74733 1 380 "Lake Oswego" "OR" 13295 5488 "64.15%" 132.31
"22202" 97.73996 1 381 "Arlington" "VA" 13567 3093 "71.70%" 119.151
"30022" 97.72675 1 382 "Alpharetta" "GA" 34537 14672 "61.00%" 137.545
"55446" 97.71509 1 383 "Minneapolis" "MN" 7945 3338 "60.43%" 138.329
"60565" 97.70628 1 384 "Naperville" "IL" 24129 10946 "60.83%" 137.62
"10003" 97.68859 1 385 "New York" "NY" 40319 7504 "70.12%" 121.43
"94970" 97.67737 1 386 "Stinson Beach" "CA" 593 186 "60.03%" 138.732
"94114" 97.66973 1 387 "San Francisco" "CA" 27211 4133 "66.70%" 127.225
"20759" 97.66196 1 388 "Fulton" "MD" 1108 479 "49.64%" 156.616
"8534" 97.65959 1 389 "Pennington" "NJ" 7593 3322 "62.95%" 133.65
"7041" 97.65616 1 390 "Millburn" "NJ" 4817 1923 "64.87%" 130.302
"92037" 97.6468 1 391 "La Jolla" "CA" 29295 9500 "67.75%" 125.316
"60062" 97.63093 1 392 "Northbrook" "IL" 28509 11710 "59.99%" 138.631
"7039" 97.61799 1 393 "Livingston" "NJ" 18675 7932 "57.83%" 142.02
"2332" 97.61029 1 394 "Duxbury" "MA" 9365 3964 "59.62%" 138.92
"6020" 97.60764 1 NA "Canton Center" "CT" 246 113 "60.57%" 137.099
"10964" 97.60732 1 395 "Palisades" "NY" 964 357 "58.20%" 141.02
"30068" 97.60101 1 396 "Marietta" "GA" 22009 9313 "62.19%" 134.085
"7922" 97.59261 1 397 "Berkeley Heights" "NJ" 8623 3442 "52.04%" 151.329
"7045" 97.58823 1 398 "Montville" "NJ" 7358 2970 "52.58%" 150.338
"7853" 97.58383 1 399 "Long Valley" "NJ" 8587 3736 "55.97%" 144.474
"1775" 97.5804 1 400 "Stow" "MA" 3962 1682 "61.86%" 134.068
"7739" 97.57816 1 401 "Little Silver" "NJ" 4199 1820 "60.47%" 136.033
"83014" 97.57635 1 402 "Wilson" "WY" 2408 767 "60.80%" 135.353
"6807" 97.57435 1 403 "Cos Cob" "CT" 4848 1943 "58.52%" 139.222
"22201" 97.56754 1 404 "Arlington" "VA" 19951 4499 "74.01%" 112.329
"77019" 97.55869 1 405 "Houston" "TX" 12319 3274 "59.03%" 138.134
"67230" 97.55418 1 406 "Wichita" "KS" 4094 1887 "63.78%" 129.934
"6117" 97.55017 1 407 "West Hartford" "CT" 10511 3841 "64.07%" 129.312
"94404" 97.54076 1 408 "San Mateo" "CA" 23774 8654 "59.34%" 137.44
"19436" 97.53412 1 NA "Gwynedd" "PA" 440 89 "61.59%" 133.311
"19317" 97.5323 1 409 "Chadds Ford" "PA" 6172 2680 "60.26%" 135.524
"32963" 97.52722 1 410 "Vero Beach" "FL" 12326 4945 "55.30%" 144.03
"78726" 97.52275 1 411 "Austin" "TX" 3992 1834 "62.95%" 130.651
"94062" 97.51649 1 412 "Redwood City" "CA" 18817 6867 "51.09%" 151.027
"75251" 97.51104 1 413 "Dallas" "TX" 1029 223 "80.37%" 100.466
"93645" 97.51073 1 NA "O Neals" "CA" 119 59 "52.94%" 147.705
"15015" 97.51044 1 414 "Bradfordwoods" "PA" 933 396 "60.88%" 133.908
"21042" 97.50373 1 415 "Ellicott City" "MD" 23473 10212 "61.33%" 133.1
"14534" 97.49158 1 416 "Pittsford" "NY" 20845 8753 "63.08%" 130.006
"7079" 97.48298 1 417 "South Orange" "NJ" 10420 3822 "57.11%" 140.242
"7632" 97.47905 1 418 "Englewood Cliffs" "NJ" 3921 1547 "52.49%" 148.003
"78703" 97.47399 1 419 "Austin" "TX" 14531 4572 "74.15%" 110.63
"6430" 97.46423 1 420 "Fairfield" "CT" 20993 8373 "56.76%" 140.597
"60201" 97.45168 1 421 "Evanston" "IL" 24775 8320 "65.66%" 125.236
"2067" 97.44172 1 422 "Sharon" "MA" 11464 4953 "63.08%" 129.611
"7640" 97.43773 1 423 "Harrington Park" "NJ" 3114 1352 "58.45%" 137.589
"60422" 97.4352 1 424 "Flossmoor" "IL" 6126 2643 "59.66%" 135.306
"60048" 97.42838 1 425 "Libertyville" "IL" 18735 7705 "56.75%" 140.268
"90275" 97.41496 1 426 "Rancho Palos Verdes" "CA" 30129 12305 "57.93%" 138.214
"21131" 97.40522 1 427 "Phoenix" "MD" 5327 2346 "57.11%" 139.581
"94598" 97.39855 1 428 "Walnut Creek" "CA" 18977 7385 "60.30%" 133.856
"22033" 97.38705 1 429 "Fairfax" "VA" 22947 8351 "64.69%" 126.276
"92131" 97.37538 1 430 "San Diego" "CA" 19558 8229 "62.67%" 129.729
"29482" 97.36963 1 431 "Sullivans Island" "SC" 1377 485 "64.71%" 126.124
"33156" 97.36353 1 432 "Miami" "FL" 20871 8502 "55.88%" 141.165
"22302" 97.3546 1 433 "Alexandria" "VA" 11645 3469 "67.52%" 121.044
"2142" 97.35107 1 434 "Cambridge" "MA" 1183 369 "89.26%" 83.5517
"19707" 97.34798 1 435 "Hockessin" "DE" 10064 4306 "57.96%" 137.32
"8535" 97.34491 1 436 "Millstone Township" "NJ" 1164 520 "48.11%" 154.18
"6060" 97.34417 1 437 "North Granby" "CT" 1526 682 "61.21%" 131.551
"11791" 97.33917 1 438 "Syosset" "NY" 16699 7002 "56.07%" 140.288
"94010" 97.32643 1 439 "Burlingame" "CA" 29708 10504 "53.95%" 143.947
"7711" 97.3179 1 440 "Allenhurst" "NJ" 1341 500 "57.12%" 138.283
"20861" 97.31721 1 441 "Ashton" "MD" 1169 474 "54.83%" 142.223
"94539" 97.30841 1 442 "Fremont" "CA" 30918 12795 "56.42%" 139.44
"28277" 97.29379 1 443 "Charlotte" "NC" 22376 9468 "60.56%" 132.293
"1945" 97.28361 1 444 "Marblehead" "MA" 14724 5692 "61.50%" 130.618
"7974" 97.27743 1 445 "New Providence" "NJ" 7770 3173 "57.08%" 138.01
"48069" 97.2748 1 446 "Pleasant Ridge" "MI" 1809 690 "65.78%" 123
"60540" 97.26697 1 447 "Naperville" "IL" 26743 11316 "60.67%" 131.791
"94127" 97.25537 1 448 "San Francisco" "CA" 15511 5030 "54.23%" 142.882
"6070" 97.24844 1 449 "Simsbury" "CT" 9724 4081 "61.46%" 130.27
"76885" 97.24577 1 NA "Valley Spring" "TX" 21 11 "76.19%" 104.695
"7751" 97.24281 1 450 "Morganville" "NJ" 10758 4737 "54.98%" 141.045
"2109" 97.23901 1 451 "Boston" "MA" 3080 634 "65.94%" 122.124
"2025" 97.23677 1 452 "Cohasset" "MA" 5055 2060 "60.73%" 130.939
"85255" 97.23095 1 453 "Scottsdale" "AZ" 16157 6855 "52.94%" 144.332
"22301" 97.22434 1 454 "Alexandria" "VA" 7903 2477 "61.98%" 128.644
"7722" 97.22017 1 455 "Colts Neck" "NJ" 7285 3225 "47.59%" 153.327
"19004" 97.21635 1 456 "Bala Cynwyd" "PA" 6696 2642 "62.02%" 128.384
"94965" 97.21183 1 457 "Sausalito" "CA" 9729 2583 "62.49%" 127.55
"15241" 97.20526 1 458 "Pittsburgh" "PA" 14181 6015 "64.51%" 124.066
"22307" 97.19934 1 459 "Alexandria" "VA" 7430 2547 "60.44%" 130.943
"10605" 97.19382 1 460 "White Plains" "NY" 12666 4738 "55.50%" 139.43
"11545" 97.1881 1 461 "Glen Head" "NY" 8170 3376 "52.99%" 143.764
"7976" 97.18571 1 462 "New Vernon" "NJ" 524 236 "64.69%" 123.408
"10994" 97.18428 1 463 "West Nyack" "NY" 4684 1825 "50.21%" 148.212
"60175" 97.17994 1 464 "Saint Charles" "IL" 11157 5135 "53.82%" 141.9
"98029" 97.17191 1 465 "Issaquah" "WA" 18071 7894 "59.81%" 131.585
"59928" 97.16694 1 NA "Polebridge" "MT" 52 11 "59.62%" 131.854
"19425" 97.16557 1 466 "Chester Springs" "PA" 4987 2086 "57.53%" 135.412
"8801" 97.1628 1 467 "Annandale" "NJ" 5070 1976 "51.28%" 146.158
"94925" 97.15959 1 468 "Corte Madera" "CA" 6638 2489 "63.42%" 125.2
"77479" 97.14864 1 469 "Sugar Land" "TX" 33273 14771 "59.61%" 131.564
"35213" 97.13676 1 470 "Birmingham" "AL" 9977 3961 "66.56%" 119.54
"3049" 97.13274 1 471 "Hollis" "NH" 4680 2013 "56.32%" 136.954
"60661" 97.13049 1 472 "Chicago" "IL" 3487 674 "72.41%" 109.219
"8553" 97.12939 1 473 "Rocky Hill" "NJ" 523 199 "59.66%" 131.17
"2090" 97.12659 1 474 "Westwood" "MA" 9707 3880 "57.41%" 134.999
"1886" 97.12028 1 475 "Westford" "MA" 13275 5824 "56.81%" 136.028
"11733" 97.11333 1 476 "East Setauket" "NY" 12032 4752 "54.12%" 140.624
"63017" 97.10166 1 477 "Chesterfield" "MO" 30455 12016 "58.92%" 132.191
"1748" 97.091 1 478 "Hopkinton" "MA" 8401 3670 "57.70%" 134.094
"92782" 97.08523 1 479 "Tustin" "CA" 12637 4674 "59.21%" 131.374
"55436" 97.07925 1 480 "Minneapolis" "MN" 9127 3600 "59.02%" 131.383
"34786" 97.07526 1 481 "Windermere" "FL" 5427 2384 "54.43%" 139.233
"60184" 97.07362 1 482 "Wayne" "IL" 543 232 "54.14%" 139.694
"2478" 97.06864 1 483 "Belmont" "MA" 17570 6512 "63.11%" 124.176
"94552" 97.06131 1 484 "Castro Valley" "CA" 9139 3790 "51.24%" 144.548
"20878" 97.04908 1 485 "Gaithersburg" "MD" 35445 14659 "63.15%" 124.019
"22032" 97.034 1 486 "Fairfax" "VA" 19418 8153 "60.25%" 128.956
"2210" 97.02859 1 NA "Boston" "MA" 334 85 "69.16%" 113.57
"8536" 97.02518 1 487 "Plainsboro" "NJ" 12121 4423 "70.48%" 111.288
"5055" 97.02122 1 488 "Norwich" "VT" 2297 942 "75.05%" 103.406
"34228" 97.01861 1 489 "Longboat Key" "FL" 7215 2829 "53.06%" 141.198
"78015" 97.01553 1 490 "Boerne" "TX" 4001 1832 "57.86%" 132.883
"6830" 97.00956 1 491 "Greenwich" "CT" 17740 6212 "54.83%" 137.9
"53217" 96.99904 1 492 "Milwaukee" "WI" 20604 8222 "65.00%" 120.224
"8560" 96.99272 1 493 "Titusville" "NJ" 2443 1022 "56.20%" 135.22
"7746" 96.98897 1 494 "Marlboro" "NJ" 11231 4807 "51.02%" 144.03
"48864" 96.98248 1 495 "Okemos" "MI" 12412 5135 "66.85%" 116.696
"20165" 96.97418 1 496 "Sterling" "VA" 17795 7438 "55.95%" 135.383
"90024" 96.963 1 497 "Los Angeles" "CA" 22942 5840 "66.22%" 117.631
"77381" 96.95049 1 498 "Spring" "TX" 22631 10177 "56.70%" 133.887
"7921" 96.94259 1 499 "Bedminster" "NJ" 6151 1956 "60.93%" 126.476
"21056" 96.94083 1 NA "Gibson Island" "MD" 260 117 "68.85%" 112.823
"7645" 96.93944 1 500 "Montvale" "NJ" 4818 2064 "55.33%" 136.051
"95135" 96.93496 1 501 "San Jose" "CA" 11522 4478 "50.43%" 144.389
"43017" 96.92583 1 502 "Dublin" "OH" 21741 9340 "62.21%" 124.055
"7940" 96.91705 1 503 "Madison" "NJ" 10190 3822 "56.81%" 133.262
"6443" 96.91093 1 504 "Madison" "CT" 12173 5118 "57.25%" 132.45
"11579" 96.90658 1 505 "Sea Cliff" "NY" 3692 1374 "57.69%" 131.611
"1730" 96.90308 1 506 "Bedford" "MA" 9078 3456 "57.31%" 132.173
"60044" 96.89848 1 507 "Lake Bluff" "IL" 7575 2743 "57.35%" 131.949
"92651" 96.89092 1 508 "Laguna Beach" "CA" 20034 6236 "56.48%" 133.104
"10560" 96.88448 1 509 "North Salem" "NY" 3442 1338 "49.27%" 145.507
"30075" 96.87509 1 510 "Roswell" "GA" 30732 12795 "57.52%" 131.152
"80025" 96.86662 1 NA "Eldorado Springs" "CO" 126 27 "82.54%" 88.0289
"7446" 96.86391 1 511 "Ramsey" "NJ" 9746 3968 "54.57%" 136.225
"27608" 96.85913 1 512 "Raleigh" "NC" 7709 2548 "63.73%" 120.168
"19034" 96.85589 1 513 "Fort Washington" "PA" 4077 1539 "56.29%" 132.948
"78735" 96.85291 1 514 "Austin" "TX" 6776 2572 "64.29%" 119.138
"60605" 96.84825 1 515 "Chicago" "IL" 10198 2246 "58.32%" 129.388
"7932" 96.84373 1 516 "Florham Park" "NJ" 6185 2464 "56.09%" 133.194
"22046" 96.83926 1 517 "Falls Church" "VA" 10180 3660 "60.02%" 126.386
"53203" 96.83637 1 NA "Milwaukee" "WI" 297 58 "60.27%" 125.945
"60203" 96.83543 1 518 "Evanston" "IL" 3127 1272 "62.20%" 122.613
"19444" 96.8326 1 519 "Lafayette Hill" "PA" 7200 2774 "57.01%" 131.54
"43054" 96.82913 1 520 "New Albany" "OH" 5429 2399 "54.36%" 135.96
"20147" 96.8226 1 521 "Ashburn" "VA" 18360 7837 "60.58%" 125.224
"10708" 96.81304 1 522 "Bronxville" "NY" 16504 5763 "55.05%" 134.74
"90067" 96.80787 1 523 "Los Angeles" "CA" 2355 744 "46.37%" 149.692
"29401" 96.80547 1 524 "Charleston" "SC" 6342 1858 "64.59%" 118.293
"80209" 96.79905 1 525 "Denver" "CO" 17038 4368 "65.19%" 117.1
"85259" 96.78941 1 526 "Scottsdale" "AZ" 18094 7751 "54.80%" 134.884
"66217" 96.78371 1 527 "Shawnee" "KS" 2693 1182 "58.60%" 128.292
"6089" 96.78236 1 528 "Weatogue" "CT" 2210 899 "63.67%" 119.47
"35242" 96.77599 1 529 "Birmingham" "AL" 20971 8811 "60.07%" 125.617
"98053" 96.76493 1 530 "Redmond" "WA" 19384 8837 "57.76%" 129.555
"94583" 96.75137 1 531 "San Ramon" "CA" 30047 11965 "52.45%" 138.617
"22548" 96.7431 1 NA "Sharps" "VA" 26 10 "76.92%" 96.435
"21723" 96.74303 1 NA "Cooksville" "MD" 222 104 "52.25%" 138.937
"19422" 96.73946 1 532 "Blue Bell" "PA" 12800 5078 "55.52%" 133.295
"94020" 96.73563 1 533 "La Honda" "CA" 1159 346 "54.36%" 135.122
"78258" 96.73227 1 534 "San Antonio" "TX" 11089 4967 "57.99%" 128.707
"2458" 96.72677 1 535 "Newton" "MA" 8907 2822 "65.16%" 116.237
"7950" 96.72094 1 536 "Morris Plains" "NJ" 12383 4780 "53.87%" 135.615
"48098" 96.7095 1 537 "Troy" "MI" 29287 12760 "52.89%" 137.29
"22015" 96.69373 1 538 "Burke" "VA" 28188 11845 "57.96%" 128.471
"94709" 96.68414 1 539 "Berkeley" "CA" 6694 1424 "79.37%" 91.53
"10530" 96.6796 1 540 "Hartsdale" "NY" 9864 3558 "58.67%" 127.08
"8853" 96.67471 1 541 "Neshanic Station" "NJ" 7936 3392 "50.03%" 141.95
"1985" 96.67178 1 542 "West Newbury" "MA" 2787 1192 "57.23%" 129.517
"2043" 96.66727 1 543 "Hingham" "MA" 13581 5493 "57.52%" 128.926
"3854" 96.66335 1 544 "New Castle" "NH" 749 297 "61.55%" 121.98
"20152" 96.66193 1 545 "Chantilly" "VA" 4402 1873 "61.61%" 121.728
"20895" 96.657 1 546 "Kensington" "MD" 13597 4921 "59.98%" 124.521
"53092" 96.64935 1 547 "Thiensville" "WI" 14280 6075 "57.46%" 128.841
"11721" 96.64422 1 548 "Centerport" "NY" 4381 1794 "57.41%" 128.84
"63038" 96.64218 1 549 "Glencoe" "MO" 3086 1449 "55.35%" 132.271
"92210" 96.64038 1 550 "Indian Wells" "CA" 3453 1303 "40.17%" 158.385
"21794" 96.63914 1 551 "West Friendship" "MD" 1078 474 "52.88%" 136.457
"27514" 96.63155 1 552 "Chapel Hill" "NC" 26555 9713 "72.37%" 102.85
"94087" 96.61433 1 553 "Sunnyvale" "CA" 36177 13577 "58.07%" 127.464
"95138" 96.6017 1 554 "San Jose" "CA" 9852 3956 "49.53%" 142.133
"48322" 96.59316 1 555 "West Bloomfield" "MI" 21228 8347 "54.64%" 133.091
"94502" 96.58462 1 556 "Alameda" "CA" 9895 3904 "57.25%" 128.588
"14051" 96.57874 1 557 "East Amherst" "NY" 11518 5101 "59.77%" 124.169
"85284" 96.57249 1 558 "Tempe" "AZ" 11225 4933 "58.92%" 125.597
"92887" 96.56586 1 559 "Yorba Linda" "CA" 12932 5666 "48.84%" 142.852
"60047" 96.55585 1 560 "Lake Zurich" "IL" 23547 10382 "50.35%" 140.05
"8720" 96.54926 1 561 "Allenwood" "NJ" 518 220 "40.15%" 157.529
"98364" 96.5491 1 NA "Port Gamble" "WA" 39 15 "35.90%" 164.773
"11718" 96.54851 1 562 "Brightwaters" "NY" 2091 839 "53.56%" 134.055
"7960" 96.53925 1 563 "Morristown" "NJ" 31613 10585 "53.62%" 133.911
"87011" 96.53058 1 NA "Claunch" "NM" 13 3 "100%" 53.938
"45349" 96.53058 1 NA "North Hampton" "OH" 7 3 "100%" 53.938
"1983" 96.52943 1 564 "Topsfield" "MA" 4135 1718 "51.97%" 136.611
"94111" 96.52747 1 565 "San Francisco" "CA" 3018 682 "57.29%" 127.344
"95746" 96.52302 1 566 "Granite Bay" "CA" 13214 6018 "51.00%" 138.15
"20905" 96.51611 1 567 "Silver Spring" "MD" 11950 5046 "55.70%" 130.013
"20721" 96.50886 1 568 "Bowie" "MD" 14451 5915 "52.18%" 135.962
"6107" 96.50123 1 569 "West Hartford" "CT" 13362 5229 "63.07%" 117.12
"80425" 96.49753 1 NA "Buffalo Creek" "CO" 86 37 "52.33%" 135.574
"11559" 96.49614 1 570 "Lawrence" "NY" 5023 2098 "52.52%" 135.217
"30328" 96.48884 1 571 "Atlanta" "GA" 21544 7268 "61.50%" 119.629
"7058" 96.48194 1 572 "Pine Brook" "NJ" 3610 1504 "55.57%" 129.776
"8003" 96.47517 1 573 "Cherry Hill" "NJ" 21056 8708 "57.40%" 126.584
