LICENSE_NBR,LIC_STATUS,BUSINESS_NAME,BUSINESS_NAME2,BUILDING,STREET,CITY,STATE,ZIP,SWC_TYPE,SWC_SQ_FT,SWC_TABLES,SWC_CHAIRS,DOHMH,LATITUDE,LONGITUDE,COMMUNITY_DISTRICT,CITY_COUNCIL_DISTRICT,CD_URL,APP_ID,APP_SWC_TYPE,APP_SQ_FT,APP_TABLES,APP_CHAIRS,APP_STATUS,APP_STATUS_DATE,EXPIRATION_DATE,APP_TOO_DATE,SUBMIT_DATE,INTAKE,INTAKE_DD,DPQA,SEND_PACKAGE_DD,CP,CP_DD,CB,CB_DD,HEARING,HEARING_DD,HEARING_PUBLIC,HEARING_PUBLIC_DD,CC,CC_DD,MOO,MOO_DD,ISSUANCE,ISSUANCE_DD
2034413-DCA,Active,PB WEALTH INC,SENN THAI COMFORT FOOD,452,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,70,4,8,50016060,40.78505117,-73.97718172,107,6,http://www.nyc.gov/mcb7,457-2016-ASWC,Unenclosed,70,4,8,Application Review Completed,5/17/2016,9/15/2018,,1/14/2016,Ready For Review,1/14/2016,Approved,1/15/2016,Pending Review,1/15/2016,Review Period Expired,3/6/2016,Recommendation Issued,3/16/2016,SWC Public Hearing,3/2/2016,Review Period Expired,4/6/2016,Approved,5/17/2016,Issued,5/17/2016
2004096-DCA,Active,"E & E RESTAURANT 2, LLC",HILL & BAY,581,2ND AVENUE,NEW YORK,NY,10016,Unenclosed,138,7,14,50001671,40.74351499,-73.97716347,106,2,http://cbsix.org,12363-2016-RSWC,Unenclosed,138,7,14,Application Review Completed,1/10/2017,9/15/2018,,9/15/2016,Ready For Review,9/15/2016,Approved,11/3/2016,Pending Review,9/15/2016,Review Period Expired,11/3/2016,Waived,11/3/2016,,,Approved,1/10/2017,Approved,1/10/2017,Issued,1/10/2017
1283643-DCA,Active,JPS VENTURES INC.,,441,AMSTERDAM AVE,NEW YORK,NY,10024,Enclosed,224,5,16,41326189,40.78455711,-73.97714578,107,6,http://www.nyc.gov/mcb7,7689-2016-RSWC,Enclosed,224,5,16,Application Review Completed,5/4/2016,5/15/2018,,5/3/2016,Ready For Review,5/3/2016,Approved,,,,,,,,,,,,,,Issued,5/4/2016
1283635-DCA,Active,JPS VENTURES INC.,,441,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,120,3,8,41326189,40.78455711,-73.97714578,107,6,http://www.nyc.gov/mcb7,30230-2015-RSWC,Unenclosed,120,3,8,Application Review Completed,3/7/2016,4/15/2018,,11/19/2015,Ready For Review,11/19/2015,Approved,1/14/2016,Pending Review,11/19/2015,Review Period Expired,1/9/2016,Waived,1/14/2016,,,Approved,3/7/2016,Approved,3/7/2016,Issued,3/7/2016
2010401-DCA,Active,447 AMSTERDAM RESTAURANT LLC,THE MEATBALL SHOP,447,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,140,7,15,50008329,40.7845571,-73.97708439,107,6,http://www.nyc.gov/mcb7,19296-2016-RSWC,Unenclosed,140,7,15,Application Review Completed,2/17/2017,12/15/2018,,11/10/2016,Ready For Review,11/10/2016,Approved,,Proceed,2/17/2017,Review Period Expired,2/17/2017,Waived,2/17/2017,,,Approved,2/17/2017,Approved,2/17/2017,Issued,2/17/2017
2023069-DCA,Active,"LULA ENTERPRISES, LLC",HAMILTONS,2826,FORT HAMILTON PKWY,BROOKLYN,NY,11218,Unenclosed,523,30,64,41697878,40.64857896,-73.97708064,307,39,http://www.brooklyncb7.org/,3051-2015-ASWC,Unenclosed,523,30,64,Application Review Completed,8/20/2015,9/15/2017,,3/16/2015,Ready For Review,3/16/2015,Approved,3/16/2015,,,Recommend Approval,4/22/2015,Recommendation Issued,5/20/2015,SWC Public Hearing,,Review Period Expired,6/10/2015,Approved,6/12/2015,Issued,6/22/2015
1287126-DCA,Active,"BB AT 55TH & 5TH, LLC",BENOIT,60,W 55TH ST,NEW YORK,NY,10019,Small Unenclosed,176,3,6,41336628,40.76244548,-73.97704868,105,4,http://www.cb5.org,13317-2016-RSWC,Small Unenclosed,176,3,6,Application Review Completed,10/17/2016,9/15/2018,10/31/2016,9/29/2016,Ready For Review,9/29/2016,Approved,,Pending Review,,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Issued,10/17/2016
1000314-DCA,Active,"BROADWAY DESSERTS, LTD.",,2340,BROADWAY,NEW YORK,NY,10024,Unenclosed,480,21,48,40401093,40.78732652,-73.9770076,107,6,http://www.nyc.gov/mcb7,31034-2015-RSWC,Unenclosed,480,21,48,Application Review Completed,3/22/2016,12/15/2017,,11/25/2015,Ready For Review,11/25/2015,Approved,2/1/2016,Pending Review,11/25/2015,Review Period Expired,1/17/2016,Waived,1/29/2016,,,Approved,3/22/2016,Approved,3/22/2016,Issued,3/22/2016
2037220-DCA,Active,Jin Upper West Side Corp,JIN RAMEN,462,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,150,8,18,50018219,40.78539971,-73.97693605,107,6,http://www.nyc.gov/mcb7,1492-2016-ASWC,Unenclosed,150,8,18,Application Review Completed,6/15/2016,12/15/2018,,2/11/2016,Ready For Review,2/11/2016,Approved,5/10/2016,Pending Review,2/12/2016,Review Period Expired,4/3/2016,Recommendation Issued,4/11/2016,SWC Public Hearing,3/30/2016,Approved,6/15/2016,Approved,6/15/2016,Issued,6/15/2016
2029374-DCA,Active,SEVA LLC,HAMPTON CHUTNEY COMPANY,464,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,164,6,20,41155027,40.78546557,-73.9768963,107,6,http://www.nyc.gov/mcb7,11552-2015-ASWC,Unenclosed,164,6,20,Application Review Completed,12/2/2015,12/15/2017,,8/18/2015,Ready For Review,8/18/2015,Approved,10/15/2015,Pending Review,8/19/2015,Review Period Expired,10/7/2015,Recommendation Issued,10/7/2015,SWC Public Hearing,10/7/2015,Approved,12/1/2015,Approved,12/1/2015,Issued,12/2/2015
1437756-DCA,Active,"33 WEST 54TH STREET, LLC",MOZZARELLA E VINO,33,W 54TH ST,NEW YORK,NY,10019,Small Unenclosed,46,1,4,40851852,40.76203923,-73.97688999,105,4,http://www.cb5.org,13119-2016-RSWC,Small Unenclosed,46,1,4,Application Review Completed,10/18/2016,9/15/2018,10/31/2016,9/27/2016,Ready For Review,9/27/2016,Approved,,Pending Review,,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Issued,10/18/2016
2010341-DCA,Active,SHAKE SHACK FLATBUSH BROOKLYN LLC,SHAKE SHACK,170,FLATBUSH AVE,BROOKLYN,NY,11217,Unenclosed,285,8,16,50009471,40.68274862,-73.97669032,306,39,http://www.brooklyncb6.org/,3787-2016-RSWC,Unenclosed,285,8,16,Application Review Completed,7/18/2016,4/15/2018,,3/16/2016,Ready For Review,3/16/2016,Approved,6/7/2016,Pending Review,3/16/2016,Review Period Expired,5/9/2016,Waived,5/25/2016,,,Approved,7/18/2016,Approved,7/18/2016,Issued,7/18/2016
2032175-DCA,Active,"1414 HOLDINGS, L.L.C.",1 HOTEL CENTRAL PARK,1414,AVENUE OF THE AMERICAS,NEW YORK,NY,10019,Small Unenclosed,255,4,8,50037961,40.76470708,-73.97667969,105,4,http://www.cb5.org,14535-2015-ASWC,Small Unenclosed,255,4,8,Application Review Completed,5/11/2016,4/15/2018,6/6/2016,10/30/2015,Ready For Review,10/30/2015,Approved,2/26/2016,Pending Review,10/30/2015,Review Period Expired,12/20/2015,Recommendation Issued,2/25/2016,SWC Public Hearing,12/16/2015,Approved,5/11/2016,Approved,5/11/2016,Issued,5/11/2016
1218332-DCA,Active,UPPER WEST REST. CORP.,FRED'S,476,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,504,22,44,40592566,40.7856357,-73.97666152,107,6,http://www.nyc.gov/mcb7,19039-2016-RSWC,Unenclosed,504,22,44,Application Review Completed,11/9/2016,12/15/2018,,11/9/2016,Ready For Review,11/9/2016,Approved,,Proceed,11/9/2016,Recommend Approval,11/9/2016,Waived,11/9/2016,,,Approved,11/9/2016,Approved,11/9/2016,Issued,11/9/2016
1307588-DCA,Active,480 REST AMSTERDAM INC.,,480,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,168,7,14,41290351,40.78595955,-73.97653141,107,6,http://www.nyc.gov/mcb7,1228-2016-RSWC,Unenclosed,168,7,14,Application Review Completed,5/19/2016,12/15/2017,,2/16/2016,Ready For Review,2/16/2016,Approved,4/11/2016,Pending Review,2/18/2016,Review Period Expired,4/9/2016,Waived,4/11/2016,,,Approved,5/19/2016,Approved,5/19/2016,Issued,5/19/2016
1203510-DCA,Active,57TH RESTAURANT ASSOCIATES LLC,RUE 57,60,W 57TH ST,NEW YORK,NY,10019,Small Unenclosed,415,10,30,40725911,40.76382872,-73.97648506,105,4,http://www.cb5.org,32486-2015-RSWC,Small Unenclosed,415,10,30,Application Review Completed,3/7/2016,12/15/2017,,12/8/2015,Ready For Review,12/8/2015,Approved,2/1/2016,Pending Review,12/9/2015,Review Period Expired,1/29/2016,Waived,1/29/2016,,,Approved,3/7/2016,Approved,3/7/2016,Issued,3/7/2016
0760685-DCA,Inactive,603 SECOND AVE. CORP.,BENJAMIN,603,2ND AVE,NEW YORK,NY,10016,Enclosed,240,10,27,40368370,40.74431905,-73.97643059,106,2,http://cbsix.org,8564-2016-RSWC,Enclosed,240,10,27,Application Review Completed,5/24/2016,5/15/2018,,5/24/2016,Ready For Review,5/24/2016,Approved,,Proceed,5/24/2016,Recommend Approval,5/24/2016,Waived,5/24/2016,,,Approved,5/24/2016,Approved,5/24/2016,Issued,5/24/2016
0953473-DCA,Active,"359 COLUMBUS AVENUE, LLC",ISABELLA'S,359,COLUMBUS AVE,NEW YORK,NY,10024,Unenclosed,558,28,74,41300526,40.7803438,-73.97642145,107,6,http://www.nyc.gov/mcb7,25323-2015-RSWC,Unenclosed,558,28,74,Application Review Completed,1/8/2016,9/15/2017,,8/13/2015,Ready For Review,8/13/2015,Approved,10/15/2015,Pending Review,8/14/2015,Review Period Expired,10/4/2015,Waived,10/15/2015,,,Approved,1/8/2016,Approved,1/8/2016,Issued,1/8/2016
1425803-DCA,Active,RAYRAY THAI INC.,NATIONAL THAI RESTAURANT,723,FULTON ST,BROOKLYN,NY,11217,Unenclosed,160,6,12,41530741,40.68730762,-73.97639666,302,35,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,13373-2016-RSWC,Unenclosed,160,6,12,Application Review Completed,10/3/2016,9/15/2018,10/31/2016,9/30/2016,Ready For Review,9/30/2016,Approved,,Proceed,10/3/2016,Review Period Expired,10/3/2016,Waived,10/3/2016,,,Approved,10/3/2016,Approved,10/3/2016,Issued,10/3/2016
1282506-DCA,Active,SHAKE SHACK 366 COLUMBUS LLC,SHAKE SHACK,366,COLUMBUS AVE,NEW YORK,NY,10024,Enclosed,431,12,34,41347614,40.78090372,-73.97638515,107,6,http://www.nyc.gov/mcb7,6780-2016-RSWC,Enclosed,431,12,34,Application Review Completed,4/15/2016,5/15/2018,,4/15/2016,Ready For Review,4/15/2016,Approved,,Pending Review,,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Issued,4/15/2016
0885881-DCA,Active,83/AMSTERDAM RESTAURANT CORP.,HI-LIFE RESTAURANT,477,AMSTERDAM AVE,NEW YORK,NY,10024,Enclosed,212,6,16,40674838,40.78552036,-73.97638351,107,6,http://www.nyc.gov/mcb7,126-2013-RSWC,Enclosed,212,6,16,Application Review Completed,8/20/2015,5/15/2017,,6/16/2015,,,Approved,,Proceed,3/13/2015,Recommend Approval,4/30/2015,Recommendation Issued,4/30/2015,SWC Public Hearing,,Approved,5/29/2015,Approved,5/29/2015,Issued,6/16/2015
0883095-DCA,Active,83/AMSTERDAM RESTAURANT CORP.,HI LIFE BAR & GRILL,477,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,302,9,26,40674838,40.78552036,-73.97638351,107,6,http://www.nyc.gov/mcb7,5041-2016-RSWC,Unenclosed,302,9,26,Application Review Completed,3/24/2016,4/15/2018,,3/24/2016,Ready For Review,3/24/2016,Approved,,Proceed,3/24/2016,Recommend Approval,3/24/2016,Waived,3/24/2016,,,Approved,3/24/2016,Approved,3/24/2016,Issued,3/24/2016
1392090-DCA,Active,IXHEL CORPORATION,CAFE FRIDA,368,COLUMBUS AVE,NEW YORK,NY,10024,Enclosed,285,10,28,40758427,40.78090372,-73.97636709,107,6,http://www.nyc.gov/mcb7,155-2013-RSWC,Enclosed,285,10,28,Application Review Completed,11/6/2015,5/15/2017,,5/19/2015,,,Approved,11/6/2015,,,,,Recommendation Issued,4/20/2015,SWC Public Hearing,,Approved,5/19/2015,Approved,5/19/2015,Issued,11/6/2015
2023072-DCA,Active,SUPERPIZZA01 CORP,PIZZA SUPERSTAR,446,DEAN ST,BROOKLYN,NY,11217,Unenclosed,49,4,8,50007613,40.68192512,-73.97634809,306,39,http://www.brooklyncb6.org/,3422-2015-ASWC,Unenclosed,49,4,8,Application Review Completed,7/24/2015,12/15/2017,,3/23/2015,Ready For Review,3/24/2015,Approved,3/24/2015,,,Recommend Approval,5/19/2015,Recommendation Issued,5/20/2015,SWC Public Hearing,,Review Period Expired,6/10/2015,Approved,7/10/2015,Issued,7/24/2015
1462753-DCA,Active,BROCCOLINO CORP.,BROCCOLINO,446,DEAN ST,BROOKLYN,NY,11217,Unenclosed,53,4,8,41719935,40.68192512,-73.97634809,306,39,http://www.brooklyncb6.org/,25387-2015-RSWC,Unenclosed,53,4,8,Application Review Completed,11/10/2015,9/15/2017,,8/17/2015,Issued Temp Op Letter,8/17/2015,Approved,9/29/2015,Pending Review,8/17/2015,Review Period Expired,9/29/2015,Waived,9/29/2015,,,Approved,11/10/2015,Approved,11/10/2015,Issued,11/10/2015
1337067-DCA,Active,GARI INTERNATIONAL INC.,GARI,370,COLUMBUS AVE,NEW YORK,NY,10024,Unenclosed,191,11,22,41070415,40.78116995,-73.97633089,107,6,http://www.nyc.gov/mcb7,16530-2015-RSWC,Unenclosed,191,11,22,Application Review Completed,8/20/2015,4/15/2017,7/30/2015,4/16/2015,Ready For Review,4/16/2015,Approved,6/9/2015,,,Review Period Expired,6/5/2015,Waived,6/5/2015,,,Approved,7/10/2015,Approved,7/10/2015,Issued,7/16/2015
1207810-DCA,Active,"PQ WEST 84TH, INC.",LE PAIN QUOTIDIEN,494,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,202,8,16,41088838,40.78639864,-73.97622431,107,6,http://www.nyc.gov/mcb7,26680-2016-RSWC,Unenclosed,202,8,16,Application Review Completed,2/14/2017,12/15/2018,2/20/2017,12/5/2016,Ready For Review,12/5/2016,Approved,,Proceed,2/14/2017,Recommend Approval,2/14/2017,Waived,2/14/2017,,,Approved,2/14/2017,Approved,2/14/2017,Issued,2/14/2017
2007741-DCA,Active,NICKY MEATBALLS INC,polpette,483,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,171,6,15,50004782,40.78576734,-73.97617037,107,6,http://www.nyc.gov/mcb7,6306-2016-RSWC,Unenclosed,171,6,15,Application Review Completed,11/21/2016,4/15/2018,12/15/2016,4/7/2016,Ready For Review,4/14/2016,Approved,8/15/2016,Pending Review,6/3/2016,Review Period Expired,7/31/2016,Waived,8/12/2016,,,Approved,11/21/2016,Approved,11/21/2016,Issued,11/21/2016
1429718-DCA,Active,ROMAGICA CORP.,CELESTE,502,AMSTERDAM AVE,NEW YORK,NY,10024,Enclosed,112,4,10,40932233,40.7867115,-73.97599308,107,6,http://www.nyc.gov/mcb7,8005-2016-RSWC,Enclosed,112,4,10,Application Review Completed,5/9/2016,5/15/2018,,5/9/2016,Ready For Review,5/9/2016,Approved,,Proceed,5/9/2016,Review Period Expired,5/9/2016,Waived,5/9/2016,,,Approved,5/9/2016,Approved,5/9/2016,Issued,5/9/2016
1396047-DCA,Active,FABLES INC.,SCOPELLO,63,LAFAYETTE AVE,BROOKLYN,NY,11217,Unenclosed,143,8,16,40934918,40.68729106,-73.97593873,302,35,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,14849-2015-RSWC,Unenclosed,143,8,16,Application Review Completed,8/20/2015,4/15/2017,7/7/2015,4/7/2015,Ready For Review,4/7/2015,Approved,4/10/2015,,,Review Period Expired,5/27/2015,Recommendation Issued,5/27/2015,SWC Public Hearing,,Review Period Expired,6/17/2015,Approved,7/7/2015,Issued,7/7/2015
2009866-DCA,Active,CEDAR DRIVE LLC,MOHAWK TAVERN,1241,PROSPECT AVE,BROOKLYN,NY,11218,Unenclosed,173,10,22,50008750,40.65257787,-73.97593323,307,39,http://www.brooklyncb7.org/,11993-2016-RSWC,Unenclosed,173,10,22,Application Review Completed,12/8/2016,9/15/2018,,9/9/2016,Ready For Review,9/9/2016,Approved,10/17/2016,Pending Review,9/9/2016,Recommend Approval,10/12/2016,Waived,10/14/2016,,,Approved,12/8/2016,Approved,12/8/2016,Issued,12/8/2016
1253169-DCA,Active,"T BURGER, LLC",,67,LAFAYETTE AVE,BROOKLYN,NY,11217,Unenclosed,138,8,16,41154687,40.68731024,-73.97580171,302,35,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,25768-2015-RSWC,Unenclosed,138,8,16,Application Review Completed,12/30/2015,9/15/2017,,8/28/2015,Ready For Review,8/28/2015,Approved,10/26/2015,Pending Review,8/28/2015,Review Period Expired,10/18/2015,Waived,10/23/2015,,,Approved,12/30/2015,Approved,12/30/2015,Issued,12/30/2015
1314257-DCA,Active,662 FULTON ST RESTAURANT CORP.,DENIZ,662,FULTON ST,BROOKLYN,NY,11217,Unenclosed,243,11,24,41375578,40.68658284,-73.97561808,302,35,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,15659-2015-RSWC,Unenclosed,243,11,24,Application Review Completed,8/20/2015,4/15/2017,,4/10/2015,Ready For Review,4/10/2015,Approved,6/9/2015,,,Review Period Expired,6/3/2015,Waived,6/5/2015,,,Approved,7/17/2015,Approved,7/17/2015,Issued,7/29/2015
1456771-DCA,Active,"SIMMONS PROVISIONS OF NY, LLC",KIWIANA,847A,UNION ST,BROOKLYN,NY,11215,Unenclosed,83,2,12,41604289,40.67471993,-73.9756152,306,39,http://www.brooklyncb6.org/,15591-2015-RSWC,Unenclosed,83,2,12,Application Review Completed,6/5/2015,4/15/2017,6/29/2015,4/10/2015,Ready For Review,4/10/2015,Approved,4/13/2015,,,Recommend Approval,4/24/2015,Recommendation Issued,4/30/2015,SWC Public Hearing,,Approved,5/29/2015,Approved,5/29/2015,Issued,6/5/2015
1416762-DCA,Active,NEW YORK BEER CO. LLC,JACOB'S PICKELS,509,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,207,9,18,41627819,40.78659064,-73.97558146,107,6,http://www.nyc.gov/mcb7,30934-2016-RSWC,Unenclosed,207,9,18,Application Review Completed,12/19/2016,12/15/2018,,12/15/2016,Ready For Review,12/15/2016,Approved,,Pending Review,,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Issued,12/19/2016
2008459-DCA,Active,EE BAR LLC,E'S BAR,511,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,190,8,20,50006582,40.78665651,-73.97554171,107,6,http://www.nyc.gov/mcb7,11661-2016-RSWC,Unenclosed,190,8,20,Pending Review,3/2/2017,4/2/2017,4/2/2017,9/2/2016,Ready For Review,9/2/2016,Issued Temp Op Letter,11/3/2016,Pending Review,9/2/2016,Review Period Expired,10/27/2016,Waived,11/3/2016,,,Filed Recommendation,11/3/2016,Pending Review,,Pending Review,
1245257-DCA,Active,"THE SMOKE JOINT, LLC",THE SMOKE JOINT,87,S ELLIOTT PL,BROOKLYN,NY,11217,Enclosed,161,5,12,41270972,40.68692864,-73.97543766,302,35,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,11788-2014-RSWC,Enclosed,161,5,12,Application Review Completed,2/8/2016,5/15/2017,3/15/2016,6/13/2014,Ready For Review,6/13/2014,Approved,12/17/2015,Proceed,12/14/2015,Recommend Approval,12/14/2015,Waived,12/14/2015,,,Approved,2/8/2016,Approved,2/8/2016,Issued,2/8/2016
,Inactive,LE BABA COOL INC,BABA COOL,64,LAFAYETTE AVE,BROOKLYN,NY,11217,Enclosed,,4,8,50007363,40.68692863,-73.97534752,302,35,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,12732-2016-ASWC,Enclosed,,4,8,Pending Review,9/13/2016,,,9/7/2016,Ready For Review,9/13/2016,Under Review,9/13/2016,Pending Review,10/12/2016,Pending Review,9/13/2016,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
1189655-DCA,Active,"SBCPS, LLC",,40,CENTRAL PARK S,NEW YORK,NY,10019,Unenclosed,256,10,20,41089876,40.76499499,-73.97530419,105,4,http://www.cb5.org,13868-2015-RSWC,Unenclosed,256,10,20,Pending Review,3/3/2017,6/3/2017,6/3/2017,3/31/2015,Ready For Review,3/31/2015,Issued Temp Op Letter,4/2/2015,Pending Review,4/2/2015,Review Period Expired,6/1/2015,Pending Review,6/1/2015,SWC Public Hearing,,Pending Review,,Pending Review,,Pending Review,
1414267-DCA,Active,"PQ 53RD STREET, INC.",LE PAIN QUOTIDIEN,7,E 53RD ST,NEW YORK,NY,10022,Small Unenclosed,48,2,4,41408351,40.76030145,-73.97516154,105,4,http://www.cb5.org,18684-2015-RSWC,Small Unenclosed,48,2,4,Application Review Completed,8/20/2015,4/15/2017,,5/1/2015,Ready For Review,5/6/2015,Approved,7/8/2015,,,Review Period Expired,6/26/2015,Waived,7/2/2015,,,Approved,8/10/2015,Approved,8/10/2015,Issued,8/13/2015
2005255-DCA,Active,BLACK FOREST HOSPITALITY GROUP LLC,BLACK FOREST BROOKLYN,733,FULTON ST,BROOKLYN,NY,11217,Unenclosed,270,14,30,50003498,40.68678311,-73.97513484,302,35,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,5833-2016-RSWC,Unenclosed,270,14,30,Application Review Completed,7/22/2016,4/15/2018,,4/1/2016,Ready For Review,4/6/2016,Approved,6/7/2016,Pending Review,4/6/2016,Review Period Expired,5/25/2016,Waived,5/25/2016,,,Approved,7/22/2016,Approved,7/22/2016,Issued,7/22/2016
2006949-DCA,Active,BUKEFAL LLC,CIBO E VINO,2418,BROADWAY,NEW YORK,NY,10024,Unenclosed,279,15,30,50002574,40.78988418,-73.97495188,107,6,http://www.nyc.gov/mcb7,10627-2016-RSWC,Unenclosed,279,15,30,Application Review Completed,1/4/2017,9/15/2018,,8/12/2016,Ready For Review,8/12/2016,Approved,10/11/2016,Pending Review,8/12/2016,Review Period Expired,10/2/2016,Waived,10/6/2016,,,Approved,1/4/2017,Approved,1/4/2017,Issued,1/4/2017
2015888-DCA,Inactive,54TH STREET RESTAURANT ASSOCIATES LLC,CHARLIE PALMER STEAK,5,EAST 54TH ST,NEW YORK,NY,10022,Small Unenclosed,153,4,8,50013981,40.76087775,-73.97472093,105,4,http://www.cb5.org,10999-2014-ASWC,Small Unenclosed,153,4,8,Application Review Completed,1/1/2015,12/15/2016,,8/8/2014,Ready For Review,9/2/2014,Approved,9/23/2014,,,Recommend Approval,11/25/2014,Recommendation Issued,11/25/2014,SWC Public Hearing,,Approved,12/31/2014,Approved,12/31/2014,Issued,1/1/2015
2022785-DCA,Active,ROGUE TRADER INC,Greene Grape Annex,753,FULTON ST,BROOKLYN,NY,11217,Unenclosed,250,4,24,50010893,40.68663204,-73.97466254,302,35,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,20688-2016-RSWC,Unenclosed,250,4,24,Application Review Completed,1/20/2017,12/15/2018,,11/16/2016,Ready For Review,11/21/2016,Approved,,Proceed,1/19/2017,Review Period Expired,1/19/2017,Waived,1/19/2017,,,Approved,1/19/2017,Approved,1/19/2017,Issued,1/20/2017
2032891-DCA,Active,"86 SOUTH PORTLAND, LLC",,86,S PORTLAND AVE,BROOKLYN,NY,11217,Enclosed,118,7,14,4595712,40.68697514,-73.97466241,302,35,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,1008-2016-ASWC,Enclosed,118,7,14,Application Review Completed,9/9/2016,5/15/2018,,2/1/2016,Ready For Review,2/1/2016,Approved,8/1/2016,Proceed,7/27/2016,Review Period Expired,7/27/2016,Recommendation Issued,7/27/2016,SWC Public Hearing,9/14/2016,Approved,9/9/2016,Approved,9/9/2016,Issued,9/9/2016
2021898-DCA,Active,ATO Restaurant Associates LLC,ALFREDO 100,7,E 54TH ST,NEW YORK,NY,10022,Small Unenclosed,198,4,16,50006799,40.76087773,-73.97464152,105,4,http://www.cb5.org,2698-2015-ASWC,Small Unenclosed,198,4,16,Application Review Completed,6/5/2015,12/15/2017,,3/10/2015,Ready For Review,3/10/2015,Approved,3/10/2015,,,Recommend Approval,4/30/2015,Recommendation Issued,4/30/2015,SWC Public Hearing,,Approved,5/29/2015,Approved,5/29/2015,Issued,6/5/2015
1312628-DCA,Active,"JOS HOSPITALITY GROUP, LLC",B CAFE WEST,566,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,108,6,14,41371696,40.78875051,-73.97449367,107,6,http://www.nyc.gov/mcb7,1647-2016-RSWC,Unenclosed,108,6,14,Application Review Completed,6/9/2016,12/15/2017,,2/23/2016,Ready For Review,2/23/2016,Approved,4/29/2016,Pending Review,2/29/2016,Review Period Expired,4/20/2016,Recommendation Issued,4/21/2016,SWC Public Hearing,4/20/2016,Approved,6/9/2016,Approved,6/9/2016,Issued,6/9/2016
2036313-DCA,Active,568 AMSTERDAM LLC,PIZZERIA SIRENETTA,568,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,180,10,20,50046025,40.78881363,-73.97445031,107,6,http://www.nyc.gov/mcb7,1899-2016-ASWC,Unenclosed,180,10,20,Application Review Completed,6/2/2016,9/15/2017,,2/23/2016,Ready For Review,2/24/2016,Approved,4/29/2016,Pending Review,2/24/2016,Review Period Expired,4/15/2016,Recommendation Issued,4/21/2016,SWC Public Hearing,4/13/2016,Approved,6/2/2016,Approved,6/2/2016,Issued,6/2/2016
2023883-DCA,Active,MERMAID 88 LLC,THE MERMAID INN,570,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,273,15,34,41299838,40.78887675,-73.97440696,107,6,http://www.nyc.gov/mcb7,4150-2015-ASWC,Unenclosed,273,15,34,Application Review Completed,8/20/2015,9/15/2017,,4/3/2015,Ready For Review,4/3/2015,Approved,6/10/2015,,,Review Period Expired,6/1/2015,Recommendation Issued,6/3/2015,SWC Public Hearing,,Approved,7/10/2015,Approved,7/10/2015,Issued,7/22/2015
1248652-DCA,Active,22 EAST 54TH STREET RESTAURANT CORP.,PAPILLON,22,E 54TH ST,NEW YORK,NY,10022,Small Unenclosed,140,5,10,41103208,40.76034794,-73.97439987,105,4,http://www.cb5.org,33952-2015-RSWC,Small Unenclosed,140,5,10,Application Review Completed,4/7/2016,12/15/2017,,12/21/2015,Ready For Review,12/21/2015,Approved,2/18/2016,Pending Review,12/21/2015,Review Period Expired,2/11/2016,Waived,2/18/2016,,,Approved,4/7/2016,Approved,4/7/2016,Issued,4/7/2016
1463183-DCA,Active,COOPER SQUARE 267 LLC,MORANS BROOKLYN BARBECUE,267,FLATBUSH AVE,BROOKLYN,NY,11217,Unenclosed,641,30,68,50000229,40.67989353,-73.97423606,308,35,http://www.brooklyncb8.org/,29587-2015-RSWC,Unenclosed,641,30,68,Application Review Completed,3/31/2016,9/15/2017,,11/16/2015,Ready For Review,11/16/2015,Approved,1/6/2016,Pending Review,11/16/2015,Recommend Approval,12/24/2015,Waived,1/6/2016,,,Approved,3/31/2016,Approved,3/31/2016,Issued,3/31/2016
