LICENSE_NBR,LIC_STATUS,BUSINESS_NAME,BUSINESS_NAME2,BUILDING,STREET,CITY,STATE,ZIP,SWC_TYPE,SWC_SQ_FT,SWC_TABLES,SWC_CHAIRS,DOHMH,LATITUDE,LONGITUDE,COMMUNITY_DISTRICT,CITY_COUNCIL_DISTRICT,CD_URL,APP_ID,APP_SWC_TYPE,APP_SQ_FT,APP_TABLES,APP_CHAIRS,APP_STATUS,APP_STATUS_DATE,EXPIRATION_DATE,APP_TOO_DATE,SUBMIT_DATE,INTAKE,INTAKE_DD,DPQA,SEND_PACKAGE_DD,CP,CP_DD,CB,CB_DD,HEARING,HEARING_DD,HEARING_PUBLIC,HEARING_PUBLIC_DD,CC,CC_DD,MOO,MOO_DD,ISSUANCE,ISSUANCE_DD
,Inactive,AEMAL LLC,YVES,385,GREENWICH ST,NEW YORK,NY,10013,Unenclosed,,21,39,50049031,40.7201946383542,-74.0100073292736,101,1,http://www.nyc.gov/html/mancb1/html/home/home.shtml,160-2017-ASWC,Unenclosed,,21,39,Pending Review,01/05/2017,,,01/05/2017,Ready For Review,01/05/2017,Review Completed,01/05/2017,Pending Review,01/05/2017,Review Period Expired,02/25/2017,Recommendation Issued,03/06/2017,SWC Public Hearing,02/22/2017,Pending Review,03/06/2017,Pending Review,,Pending Review,
0997686-DCA,Active,"TRE-GIOVANI, INC.",,548,LAGUARDIA PL,NEW YORK,NY,10012,Unenclosed,95,4,12,40387890,40.7290661174867,-73.99835834859815,102,1,http://www.nyc.gov/manhattancb2,26098-2015-RSWC,Unenclosed,95,4,12,Application Review Completed,01/25/2016,09/15/2017,,09/09/2015,Ready For Review,09/09/2015,Approved,10/27/2015,Pending Review,09/09/2015,Review Period Expired,10/27/2015,Waived,10/27/2015,,,Approved,01/25/2016,Approved,01/25/2016,Issued,01/25/2016
1345905-DCA,Active,PICANTE INC.,PICANTE MEXICAN RESTAURANT,3424,BROADWAY,NEW YORK,NY,10031,Unenclosed,241,12,25,41054695,40.82266301144448,-73.95288517542902,109,7,http://www.cb9m.org,7331-2016-RSWC,Unenclosed,241,12,25,Application Review Completed,08/23/2016,04/15/2018,,04/27/2016,Ready For Review,04/27/2016,Approved,06/20/2016,Pending Review,04/27/2016,Review Period Expired,06/17/2016,Waived,06/17/2016,,,Approved,08/23/2016,Approved,08/23/2016,Issued,08/23/2016
1277636-DCA,Active,THE EMERA GROUP INCORPORATED,DUNKIN DONUTS & BASKIN-ROBBINS,610,10TH AVE,NEW YORK,NY,10036,Unenclosed,140,4,8,41313209,40.7606031720457,-73.99450959550651,104,3,http://www.nyc.gov/mcb4,13225-2016-RSWC,Unenclosed,140,4,8,Application Review Completed,10/17/2016,09/15/2018,10/31/2016,09/28/2016,Ready For Review,09/28/2016,Approved,,Pending Review,09/28/2016,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Issued,10/17/2016
,Inactive,PRET A MANGER USA LIMITED,,1,ASTOR PL,NEW YORK,NY,10003,Unenclosed,,3,6,41632528,40.7302488714266,-73.99245187759719,102,2,http://www.nyc.gov/manhattancb2,2637-2017-ASWC,Unenclosed,,3,6,Pending Review,03/03/2017,,,03/03/2017,Ready For Review,03/03/2017,Under Review,03/03/2017,Pending Review,03/03/2017,Pending Review,03/03/2017,Pending Review,,SWC Public Hearing,04/19/2017,Pending Review,,Pending Review,,Pending Review,
0956923-DCA,Active,"CAFFE SILVESTRI, INC.",CAFFE NAPOLI,191,HESTER ST,NEW YORK,NY,10013,Unenclosed,380,21,42,40567158,40.71826274099818,-73.99776699450159,102,1,http://www.nyc.gov/manhattancb2,13622-2016-RSWC,Unenclosed,380,21,42,Application Review Completed,03/21/2017,09/15/2018,,10/05/2016,Ready For Review,10/05/2016,Approved,,Proceed,03/21/2017,Review Period Expired,03/21/2017,Waived,03/21/2017,,,Approved,03/21/2017,Approved,03/21/2017,Issued,03/21/2017
2021277-DCA,Active,PRIMAVERA MEXICAN LLC,,898,AMSTERDAM AVE,NEW YORK,NY,10025,Unenclosed,173,9,22,,40.79904956102026,-73.96693741542464,107,7,http://www.nyc.gov/mcb7,1834-2015-ASWC,Unenclosed,173,9,22,Application Review Completed,05/21/2015,04/15/2017,,02/19/2015,Ready For Review,02/24/2015,Approved,02/24/2015,,,Review Period Expired,04/20/2015,Recommendation Issued,04/20/2015,SWC Public Hearing,,Approved,05/19/2015,Approved,05/19/2015,Issued,05/21/2015
1349641-DCA,Active,MADISON ENTERTAINMENT ASSOCIATES LLC,,625,MADISON AVE,NEW YORK,NY,10022,Small Unenclosed,198,8,14,41480022,40.763122168764355,-73.97138817055041,105,4,http://www.cb5.org,6247-2016-RSWC,Small Unenclosed,198,8,14,Application Review Completed,04/07/2016,04/15/2018,,04/07/2016,Ready For Review,04/07/2016,Approved,,Proceed,04/07/2016,Recommend Approval,04/07/2016,Waived,04/07/2016,,,Approved,04/07/2016,Approved,04/07/2016,Issued,04/07/2016
1104424-DCA,Active,160 BISTRO INC.,LE SINGE VERT,160,7TH AVE,NEW YORK,NY,10011,Unenclosed,249,17,36,40576554,40.7422024880094,-73.99736201365711,104,3,http://www.nyc.gov/mcb4,31859-2015-RSWC,Unenclosed,249,17,36,Application Review Completed,03/22/2016,12/15/2017,,01/07/2016,Ready For Review,12/03/2015,Approved,02/01/2016,Pending Review,12/04/2015,Review Period Expired,01/24/2016,Recommendation Issued,01/29/2016,SWC Public Hearing,01/20/2016,Approved,03/22/2016,Approved,03/22/2016,Issued,03/22/2016
2034461-DCA,Active,PLANT BASED PIZZA NEW YORK LLC,00 + CO,65,2ND AVE,NEW YORK,NY,10003,Unenclosed,202,10,22,50046424,40.72618642555181,-73.98977169093801,103,2,http://www.nyc.gov/manhattancb3,3015-2016-ASWC,Unenclosed,202,10,22,Application Review Completed,06/08/2016,04/15/2018,,03/15/2016,Ready For Review,03/15/2016,Approved,,Pending Review,03/15/2016,Pending Review,03/15/2016,Pending Review,03/15/2016,,,Pending Review,03/15/2016,Approved,06/08/2016,Issued,06/08/2016
1464111-DCA,Active,BROADWATER & PEARL ASSOCIATES LLC,THE PORTER HOUSE AT FRAUNCES TAVERN,54,PEARL ST,NEW YORK,NY,10004,Unenclosed,399,14,28,41547298,40.70339656815177,-74.0113645093159,101,1,http://www.nyc.gov/html/mancb1/html/home/home.shtml,23900-2015-RSWC,Unenclosed,399,14,28,Application Review Completed,11/02/2015,04/15/2017,,07/21/2015,Ready For Review,07/21/2015,Approved,09/15/2015,Pending Review,07/22/2015,Review Period Expired,09/11/2015,Waived,09/11/2015,,,Approved,11/02/2015,Approved,11/02/2015,Issued,11/02/2015
,Inactive,DAR 168 INC.,DAR 525,168,DRIGGS AVE,BROOKLYN,NY,11222,Unenclosed,,3,8,50043694,40.72318482150391,-73.94524944025302,301,33,http://www.nyc.gov/brooklyncb1,747-2017-ASWC,Unenclosed,,3,8,Pending Review,01/27/2017,,,01/23/2017,Ready For Review,01/27/2017,Under Review,01/27/2017,Pending Review,01/27/2017,Review Period Expired,03/19/2017,Pending Review,03/19/2017,SWC Public Hearing,03/15/2017,Pending Review,,Pending Review,,Pending Review,
,Inactive,MALAXIANGGUO ENTERPRISE INC,MALAXIANGGUO 108 FOOD DRIED HOT POT,2794,BROADWAY,NEW YORK,NY,10025,Unenclosed,,10,20,,40.802648037156665,-73.96742686191533,107,7,http://www.nyc.gov/mcb7,3079-2017-ASWC,Unenclosed,,10,20,Pending Review,03/13/2017,,,03/10/2017,Ready For Review,03/13/2017,Under Review,03/13/2017,Pending Review,03/13/2017,Pending Review,03/13/2017,Pending Review,,SWC Public Hearing,05/03/2017,Pending Review,,Pending Review,,Pending Review,
1219526-DCA,Active,JOHN-PHIL TAVERN CORP,,350,E 53RD ST,NEW YORK,NY,10022,Unenclosed,322,13,26,40382802,40.75578387346001,-73.96556202456449,106,4,http://cbsix.org,22024-2014-RSWC,Unenclosed,322,13,26,Application Review Completed,04/29/2015,09/15/2016,,11/10/2014,Ready For Review,11/07/2014,Approved,11/07/2014,,,Recommend Approval,01/09/2015,Recommendation Issued,01/09/2015,SWC Public Hearing,,Approved,04/29/2015,Approved,04/29/2015,Issued,04/29/2015
1200796-DCA,Active,PK & SON LLC,MATCH 65,27,E 65TH ST,NEW YORK,NY,10065,Small Unenclosed,102,6,12,41096100,40.767411403605905,-73.96834301135196,108,4,http://www.cb8m.com/,25206-2015-RSWC,Small Unenclosed,102,6,12,Application Review Completed,11/02/2015,09/15/2017,,08/11/2015,Ready For Review,08/11/2015,Approved,09/29/2015,Pending Review,08/11/2015,Review Period Expired,09/29/2015,Waived,09/29/2015,,,Approved,11/02/2015,Approved,11/02/2015,Issued,11/02/2015
1342588-DCA,Active,NEW RESTART INC.,TAORMINA RESTAURANT,145,MULBERRY ST,NEW YORK,NY,10013,Unenclosed,98,8,16,41463532,40.718992844687506,-73.99764792320856,102,1,http://www.nyc.gov/manhattancb2,29957-2016-RSWC,Unenclosed,98,8,16,Application Review Completed,12/14/2016,12/15/2018,,12/13/2016,Ready For Review,12/13/2016,Approved,,Proceed,12/13/2016,Review Period Expired,12/13/2016,Waived,12/13/2016,,,Approved,12/13/2016,Approved,12/13/2016,Issued,12/14/2016
1282786-DCA,Active,BIG DADDY'S II LLC,BIG DADDY'S,1596,2ND AVE,NEW YORK,NY,10028,Unenclosed,175,6,12,41294017,40.77564044244479,-73.95314229907044,108,5,http://www.cb8m.com/,4978-2016-AMND,Unenclosed,301,16,32,Pending Review,10/31/2016,09/15/2017,,10/28/2016,Ready For Review,10/28/2016,Under Review,01/20/2017,Pending Review,10/31/2016,Review Period Expired,12/21/2016,Waived,01/19/2017,,,Filed Recommendation,01/20/2017,Pending Review,,Pending Review,
1258099-DCA,Inactive,JAMES-ZAC CORP.,,282,1ST AVE,NEW YORK,NY,10009,Unenclosed,205,9,18,41128262,40.731723970048286,-73.97948755922036,106,4,http://cbsix.org,25875-2015-RSWC,Unenclosed,205,9,18,Application Review Completed,11/04/2015,09/15/2017,,09/01/2015,Ready For Review,09/01/2015,Approved,09/29/2015,Pending Review,09/02/2015,Review Period Expired,09/29/2015,Waived,09/29/2015,,,Approved,11/04/2015,Approved,11/04/2015,Issued,11/04/2015
2035045-DCA,Active,CHEZ AMIS CORPORATION,FLAT TOP,1241,AMSTERDAM AVE,NEW YORK,NY,10027,Unenclosed,245,12,28,50001628,40.80999005073067,-73.9584969980864,109,7,http://www.cb9m.org,725-2016-ASWC,Unenclosed,245,12,28,Application Review Completed,06/10/2016,04/15/2018,,01/22/2016,Ready For Review,01/22/2016,Approved,03/29/2016,Pending Review,01/22/2016,Review Period Expired,03/14/2016,Recommendation Issued,03/24/2016,SWC Public Hearing,03/09/2016,Approved,06/10/2016,Approved,06/10/2016,Issued,06/10/2016
1116343-DCA,Active,REBA REALTY CORP.,WALKER'S,16,N MOORE ST,NEW YORK,NY,10013,Unenclosed,488,15,37,40388218,40.719618456950506,-74.00706711915753,101,1,http://www.nyc.gov/html/mancb1/html/home/home.shtml,11143-2016-RSWC,Unenclosed,488,15,37,Application Review Completed,08/31/2016,09/15/2018,,08/26/2016,Ready For Review,08/26/2016,Approved,,Proceed,08/31/2016,Review Period Expired,08/31/2016,Waived,08/31/2016,,,Approved,08/31/2016,Approved,08/31/2016,Issued,08/31/2016
1141700-DCA,Active,23RD & 9TH RESTAURANT CORP.,,368,W 23RD ST,NEW YORK,NY,10011,Enclosed,692,40,80,40852659,40.74620985045644,-74.00078675186687,104,3,http://www.nyc.gov/mcb4,12758-2016-RSWC,Enclosed,692,40,80,Pending Review,10/27/2016,04/27/2017,04/27/2017,09/22/2016,Ready For Review,09/22/2016,Issued Temp Op Letter,09/22/2016,Pending Review,10/18/2016,Pending Review,09/22/2016,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
1336537-DCA,Active,PARISIENNE CAFE INCORPORATED,,2339,ARTHUR AVE,BRONX,NY,10458,Unenclosed,104,4,8,41265836,40.854422005056094,-73.8888115648774,206,15,http://www.bronxmall.com/commboards/cd6.html,16795-2015-RSWC,Unenclosed,104,4,8,Application Review Completed,08/25/2015,04/15/2017,,04/17/2015,Ready For Review,05/05/2015,Approved,07/28/2015,Pending Review,06/01/2015,Recommend Approval,06/26/2015,Waived,06/26/2015,,,Approved,08/21/2015,Approved,08/21/2015,Issued,08/25/2015
1388245-DCA,Active,"FRIEDFIELD BRESLIN, LLC",THE JOHN DORY OYSTER BAR,1186,BROADWAY,NEW YORK,NY,10001,Unenclosed,432,13,26,41533092,40.74566307014796,-73.98846227026434,105,4,http://www.cb5.org,19407-2015-RSWC,Unenclosed,432,13,26,Application Review Completed,10/15/2015,04/15/2017,,05/19/2015,Ready For Review,05/19/2015,Approved,07/16/2015,Pending Review,05/28/2015,Recommend Approval,07/11/2015,Recommendation Issued,07/11/2015,,,Review Period Expired,10/15/2015,Approved,10/15/2015,Issued,10/15/2015
2010310-DCA,Active,"50 W. 72ND REST, LLC",RIPOSO 72,50,W 72ND ST,NEW YORK,NY,10023,Unenclosed,183,8,16,41302033,40.776979089163106,-73.97811602527099,107,6,http://www.nyc.gov/mcb7,2806-2017-RSWC,Unenclosed,183,8,16,Pending Review,03/01/2017,04/01/2017,04/01/2017,01/19/2017,Ready For Review,01/19/2017,Issued Temp Op Letter,03/17/2017,Pending Review,01/19/2017,Review Period Expired,03/15/2017,Waived,03/15/2017,,,Filed Recommendation,03/17/2017,Pending Review,,Pending Review,
2027033-DCA,Active,CERVECERIA HAVEMEYER LLC,CERVECERIA HAVEMEYER,149,HAVEMEYER ST,BROOKLYN,NY,11211,Unenclosed,236,7,14,50001401,40.711716849303315,-73.9573714564757,301,34,http://www.nyc.gov/brooklyncb1,9335-2015-ASWC,Unenclosed,236,7,14,Application Review Completed,10/07/2015,09/15/2017,,07/01/2015,Ready For Review,07/01/2015,Approved,08/31/2015,Pending Review,07/01/2015,Review Period Expired,08/13/2015,Recommendation Issued,08/19/2015,SWC Public Hearing,08/19/2015,Approved,10/07/2015,Approved,10/07/2015,Issued,10/07/2015
2032816-DCA,Active,EDDIE JR'S SPORTS LOUNGE INC,EDDIE JR'S SPORTS LOUNGE,40,MARCY AVE,BROOKLYN,NY,11211,Unenclosed,230,4,8,41081535,40.71286334628744,-73.95522807706286,301,34,http://www.nyc.gov/brooklyncb1,7001-2015-ASWC,Unenclosed,230,4,8,Application Review Completed,05/04/2016,09/15/2018,,05/27/2015,Ready For Review,05/26/2015,Approved,02/01/2016,Pending Review,06/30/2015,Review Period Expired,08/19/2015,Recommendation Issued,08/19/2015,SWC Public Hearing,08/19/2015,Approved,05/04/2016,Approved,05/04/2016,Issued,05/04/2016
1253042-DCA,Active,"7TH & BARROW, LLC",SUSHI SAMBA,87,7TH AVE S,NEW YORK,NY,10014,Unenclosed,770,20,40,40797452,40.73262328718392,-74.00320409728829,102,3,http://www.nyc.gov/manhattancb2,507-2016-RSWC,Unenclosed,770,20,40,Application Review Completed,04/07/2016,12/15/2017,,01/26/2016,Ready For Review,01/26/2016,Approved,03/08/2016,Pending Review,01/26/2016,Recommend Approval,02/26/2016,Waived,03/07/2016,,,Approved,04/07/2016,Approved,04/07/2016,Issued,04/07/2016
1352645-DCA,Active,KARABINIS DINER CORP,OASIS DINER,2132,FLATBUSH AVE,BROOKLYN,NY,11234,Enclosed,473,15,46,41317827,40.6178579164658,-73.93197956174407,318,46,http://www.nyc.gov/html/cau/html/cb/cb.shtml,9217-2016-RSWC,Enclosed,473,15,46,Application Review Completed,06/14/2016,05/15/2018,,06/13/2016,Ready For Review,06/13/2016,Approved,,Proceed,06/13/2016,Recommend Approval,06/13/2016,Waived,06/13/2016,,,Approved,06/13/2016,Approved,06/13/2016,Issued,06/14/2016
2042868-DCA,Active,VEYTAS BAKERY CAFE II CORP,,9201,ROOSEVELT AVE,JACKSON HEIGHTS,NY,11372,Unenclosed,219,7,14,50018703,40.74886705790128,-73.8745369018261,403,21,http://www.cb3qn.nyc.gov/,8616-2016-ASWC,Unenclosed,219,7,14,Application Review Completed,03/13/2017,12/15/2018,,06/29/2016,Ready For Review,07/01/2016,Approved,08/29/2016,Pending Review,07/01/2016,Review Period Expired,08/21/2016,Recommendation Issued,08/24/2016,SWC Public Hearing,08/17/2016,Approved,03/13/2017,Approved,03/13/2017,Issued,03/13/2017
1095291-DCA,Active,CINQUE FRATELLI INC.,ACQUISTA TRATTORIA,17801,UNION TPKE,FLUSHING,NY,11366,Unenclosed,204,10,20,40813992,40.7266484127022,-73.78987965045906,408,24,http://www.nyc.gov/html/qnscb8,14479-2015-RSWC,Unenclosed,204,10,20,Application Review Completed,08/20/2015,04/15/2017,07/24/2015,04/03/2015,Ready For Review,04/03/2015,Approved,04/06/2015,,,Recommend Approval,05/05/2015,Recommendation Issued,05/05/2015,SWC Public Hearing,,Review Period Expired,06/01/2015,Approved,06/12/2015,Issued,06/23/2015
1251799-DCA,Active,4N CORP,BLIND PIG,233,E 14TH ST,NEW YORK,NY,10003,Small Unenclosed,152,4,16,41229106,40.7329491038686,-73.98597839752946,106,2,http://cbsix.org,27288-2015-RSWC,Small Unenclosed,152,4,16,Application Review Completed,02/04/2016,09/15/2017,,10/14/2015,Ready For Review,10/14/2015,Approved,12/07/2015,Pending Review,10/14/2015,Review Period Expired,12/04/2015,Waived,12/07/2015,,,Review Period Expired,01/29/2016,Approved,02/04/2016,Issued,02/04/2016
1344043-DCA,Active,A & D WINE CORP.,LA CERVECERIA,65,2ND AVE,NEW YORK,NY,10003,Unenclosed,190,10,22,41466567,40.72618642555181,-73.98977169093801,103,2,http://www.nyc.gov/manhattancb3,4089-2016-RSWC,Unenclosed,190,10,22,Application Review Completed,03/18/2016,09/15/2018,,03/17/2016,Ready For Review,03/17/2016,Approved,,,,,,,,,,,,,,Issued,03/18/2016
2037204-DCA,Active,AMBER UPTOWN INC.,,1406,3RD AVE,NEW YORK,NY,10075,Unenclosed,284,18,39,50046357,40.77486788693756,-73.95688332804619,108,5,http://www.cb8m.com/,1745-2016-ASWC,Unenclosed,284,18,39,Application Review Completed,07/13/2016,12/15/2018,07/16/2016,02/18/2016,Ready For Review,02/18/2016,Approved,02/22/2016,Pending Review,02/22/2016,Review Period Expired,04/13/2016,Recommendation Issued,04/14/2016,SWC Public Hearing,04/13/2016,Review Period Expired,05/30/2016,Approved,07/13/2016,Issued,07/13/2016
2009868-DCA,Active,TK FOOD CONCEPTS LLC,SALT & CHARCOAL,171,GRAND STREET EXT,BROOKLYN,NY,11211,Unenclosed,221,9,18,,40.71071898347969,-73.9534548574181,301,34,http://www.nyc.gov/brooklyncb1,29892-2016-RSWC,Unenclosed,221,9,18,Pending Review,03/04/2017,04/30/2017,04/30/2017,12/13/2016,Ready For Review,12/13/2016,Issued Temp Op Letter,02/06/2017,Pending Review,12/15/2016,Review Period Expired,02/04/2017,Waived,02/06/2017,,,Filed Recommendation,02/06/2017,Pending Review,,Pending Review,
1127935-DCA,Active,156 SEVENTH AVENUE GROUP LLC,ELMO,156,7TH AVE,NEW YORK,NY,10011,Unenclosed,270,12,24,40872438,40.74199937768005,-73.99741615258083,104,3,http://www.nyc.gov/mcb4,5870-2016-RSWC,Unenclosed,270,12,24,Application Review Completed,04/01/2016,04/15/2018,,04/01/2016,Ready For Review,04/01/2016,Approved,,Proceed,04/01/2016,Review Period Expired,04/01/2016,Waived,04/01/2016,,,Approved,04/01/2016,Approved,04/01/2016,Issued,04/01/2016
1385339-DCA,Active,RED ROOSTER HARLEM LLC,RED ROOSTER HARLEM,310,MALCOLM X BLVD,NEW YORK,NY,10027,Unenclosed,493,20,40,41543410,40.8080960212873,-73.94497730406799,110,9,http://www.nyc.gov/html/mancb10/html/home/home.shtml,30028-2015-RSWC,Unenclosed,493,20,40,Application Review Completed,02/22/2016,09/15/2017,,11/18/2015,Ready For Review,11/18/2015,Approved,01/14/2016,Proceed,01/14/2016,Review Period Expired,01/14/2016,Waived,01/14/2016,,,Approved,02/22/2016,Approved,02/22/2016,Issued,02/22/2016
2025202-DCA,Active,BISCUITERIA LLC,,3207,30TH AVE,ASTORIA,NY,11102,Unenclosed,1190,23,64,50035197,40.76656754904857,-73.92035852904897,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,5531-2015-ASWC,Unenclosed,1190,23,64,Application Review Completed,08/19/2015,12/15/2017,,04/24/2015,Ready For Review,04/24/2015,Approved,07/08/2015,,,Recommend Approval,06/17/2015,Recommendation Issued,06/17/2015,SWC Public Hearing,,Approved,07/27/2015,Approved,08/11/2015,Issued,08/10/2015
1426863-DCA,Active,MOLLY PICON LLC,JACK'S WIFE FREDA,224,LAFAYETTE ST,NEW YORK,NY,10012,Small Unenclosed,124,3,12,41636061,40.72213284481562,-73.99745660695584,102,1,http://www.nyc.gov/manhattancb2,94-2013-RSWC,Small Unenclosed,124,3,12,Application Review Completed,07/19/2016,09/15/2018,,09/22/2015,,,Approved,06/14/2016,Proceed,12/16/2014,Recommend Approval,11/23/2015,Waived,06/09/2016,,,Approved,07/19/2016,Approved,07/19/2016,Issued,07/19/2016
1249523-DCA,Active,AKRAM RESTAURANT MANAGEMENT INC.,,129,MULBERRY ST,NEW YORK,NY,10013,Unenclosed,266,19,38,41235305,40.71832861780928,-73.99790407515847,102,1,http://www.nyc.gov/manhattancb2,25389-2015-RSWC,Unenclosed,266,19,38,Application Review Completed,12/04/2015,09/15/2017,,08/17/2015,Ready For Review,08/18/2015,Approved,10/15/2015,Pending Review,08/18/2015,Review Period Expired,10/08/2015,Waived,10/15/2015,,,Approved,12/04/2015,Approved,12/04/2015,Issued,12/04/2015
2038815-DCA,Active,SOHO 75 LLC,THE MILL,75,VARICK ST,NEW YORK,NY,10013,Unenclosed,195,7,24,50018286,40.7234391929956,-74.006522758533,102,1,http://www.nyc.gov/manhattancb2,4572-2016-ASWC,Unenclosed,195,7,24,Application Review Completed,07/18/2016,04/15/2018,,04/12/2016,Ready For Review,04/15/2016,Approved,06/14/2016,Pending Review,04/15/2016,Review Period Expired,06/05/2016,Recommendation Issued,06/09/2016,SWC Public Hearing,06/08/2016,Approved,07/18/2016,Approved,07/18/2016,Issued,07/18/2016
2030898-DCA,Active,ZEP LLC,ZUCCHERO E POMODORI,1435,2ND AVE,NEW YORK,NY,10021,Unenclosed,114,6,12,50043112,40.770679540308514,-73.95721818547922,108,4,http://www.cb8m.com/,15591-2015-ASWC,Unenclosed,114,6,12,Application Review Completed,03/22/2016,09/15/2017,,11/30/2015,Ready For Review,11/30/2015,Approved,12/02/2015,Pending Review,11/30/2015,Pending Review,11/30/2015,Pending Review,11/30/2015,,,Pending Review,11/30/2015,Approved,03/22/2016,Issued,03/22/2016
2046535-DCA,Active,"VIDA ENTERPRISES, INC.",,251,DYCKMAN ST,NEW YORK,NY,10034,Enclosed,425,19,38,50007898,40.86661223218891,-73.92814940397896,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,13402-2015-ASWC,Enclosed,425,19,38,Application Review Completed,02/15/2017,05/15/2019,,09/29/2015,Ready For Review,09/29/2015,Approved to Build,12/19/2016,Proceed,10/07/2016,Review Period Expired,10/08/2016,Recommendation Issued,12/16/2016,SWC Public Hearing,11/23/2016,Filed Recommendation,12/19/2016,Pending Review,09/29/2015,Pending Review,02/15/2017
0782318-DCA,Active,"CAVALLACCI, FABRIZIO",CAFE REGGIO,119,MACDOUGAL ST,NEW YORK,NY,10012,Unenclosed,43,4,8,40369418,40.73031499241252,-74.00034998498981,102,1,http://www.nyc.gov/manhattancb2,28573-2015-RSWC,Unenclosed,43,4,8,Application Review Completed,03/23/2016,12/15/2017,,11/06/2015,Ready For Review,11/06/2015,Approved,01/06/2016,Pending Review,11/06/2015,Recommend Approval,12/21/2015,Waived,01/06/2016,,,Approved,03/23/2016,Approved,03/23/2016,Issued,03/23/2016
2022051-DCA,Active,LAYLA TOV INC,WESTVILLE,333,HUDSON ST,NEW YORK,NY,10013,Unenclosed,255,10,22,50018580,40.72713357445722,-74.00753333786201,102,3,http://www.nyc.gov/manhattancb2,27521-2015-RSWC,Unenclosed,255,10,22,Application Review Completed,01/19/2016,04/15/2018,,10/27/2015,Ready For Review,10/27/2015,Approved,11/30/2015,Pending Review,10/27/2015,Recommend Approval,11/23/2015,Waived,11/30/2015,,,Approved,01/19/2016,Approved,01/19/2016,Issued,01/19/2016
1384481-DCA,Inactive,DA FOLLIA LLC,,226,3RD AVE,NEW YORK,NY,10003,Unenclosed,220,11,23,41549980,40.7365994986248,-73.98496726810009,106,2,http://cbsix.org,16525-2015-RSWC,Unenclosed,220,11,23,Application Review Completed,08/20/2015,04/15/2017,,04/16/2015,Ready For Review,04/16/2015,Approved,04/20/2015,,,Recommend Approval,05/12/2015,Recommendation Issued,05/12/2015,SWC Public Hearing,,Review Period Expired,06/10/2015,Approved,06/29/2015,Issued,06/29/2015
1471902-DCA,Active,BABY OLIVER LLC,PICCOLO CAFE,313,AMSTERDAM AVE,NEW YORK,NY,10023,Unenclosed,158,9,18,41657014,40.78028413864664,-73.98025975450237,107,6,http://www.nyc.gov/mcb7,30101-2015-RSWC,Unenclosed,158,9,18,Application Review Completed,03/18/2016,12/15/2017,,11/18/2015,Ready For Review,11/18/2015,Approved,01/14/2016,Pending Review,11/19/2015,Review Period Expired,01/09/2016,Waived,01/14/2016,,,Approved,03/18/2016,Approved,03/18/2016,Issued,03/18/2016
2034353-DCA,Active,LOCAL 92 INC,LOCAL 92,92,2ND AVE,NEW YORK,NY,10003,Unenclosed,216,11,23,50044652,40.7269109372372,-73.98866034394895,103,2,http://www.nyc.gov/manhattancb3,12364-2016-RSWC,Unenclosed,216,11,23,Application Review Completed,09/15/2016,09/15/2018,,09/15/2016,Ready For Review,09/15/2016,Approved,,Proceed,09/15/2016,Review Period Expired,09/15/2016,Waived,09/15/2016,,,Approved,09/15/2016,Approved,09/15/2016,Issued,09/15/2016
2018402-DCA,Active,DISHFUL INC,CAFE PETISCO,189,E BROADWAY,NEW YORK,NY,10002,Unenclosed,222,8,16,41354409,40.713963923839515,-73.98881044211292,103,1,http://www.nyc.gov/manhattancb3,16488-2014-ASWC,Unenclosed,222,8,16,Application Review Completed,04/13/2015,12/15/2017,,12/22/2014,Ready For Review,12/22/2014,Approved,12/22/2014,,,Recommend Modified Approval,02/18/2015,Recommendation Issued,02/18/2015,SWC Public Hearing,,Approved,04/13/2015,Approved,04/13/2015,Issued,04/13/2015
1239318-DCA,Active,LENWICH 77TH LLC,LENWICH,1481,2ND AVE,NEW YORK,NY,10075,Enclosed,272,9,24,41263780,40.7723671143246,-73.9560473409826,108,4,http://www.cb8m.com/,10845-2014-RSWC,Enclosed,272,9,24,Application Review Completed,08/20/2015,05/15/2017,08/15/2015,05/08/2014,Ready For Review,05/08/2014,Approved,05/12/2014,Proceed,04/06/2015,Recommend Approval,05/20/2015,Recommendation Issued,05/20/2015,SWC Public Hearing,,Review Period Expired,06/10/2015,Approved,07/08/2015,Issued,07/08/2015
1468166-DCA,Active,"AMBASSAD OF LENOX NEW YORK, INC.",LENOX SAPHIRE,339,MALCOLM X BLVD,NEW YORK,NY,10027,Unenclosed,397,15,30,41653879,40.8093255100467,-73.94466923564738,110,9,http://www.nyc.gov/html/mancb10/html/home/home.shtml,26409-2015-RSWC,Unenclosed,397,15,30,Application Review Completed,12/30/2015,09/15/2017,,09/17/2015,Ready For Review,09/17/2015,Approved,11/10/2015,Proceed,11/09/2015,Review Period Expired,11/09/2015,Waived,11/09/2015,,,Approved,12/30/2015,Approved,12/30/2015,Issued,12/30/2015
